0.1	1
0.2	1
0.3	0.99
0.4	0.9701
0.5	0.940499
0.6	0.901493
0.7	0.853472
0.8	0.796916
0.9	0.732391
1	0.660542
1.1	0.582088
1.2	0.497813
1.3	0.40856
1.4	0.315221
1.5	0.218729
1.6	0.120051
1.7	0.0201719
1.8	-0.0799087
1.9	-0.17919
2	-0.27668
2.1	-0.371403
2.2	-0.462412
2.3	-0.548797
2.4	-0.629693
2.5	-0.704293
2.6	-0.77185
2.7	-0.831688
2.8	-0.88321
2.9	-0.925899
3	-0.959329
3.1	-0.983166
3.2	-0.997171
3.3	-1.0012
3.4	-0.995226
3.5	-0.979295
3.6	-0.953572
3.7	-0.918312
3.8	-0.873869
3.9	-0.820688
4	-0.759299
4.1	-0.690318
4.2	-0.614433
4.3	-0.532404
4.4	-0.445051
4.5	-0.353248
4.6	-0.257912
4.7	-0.159997
4.8	-0.0604817
4.9	0.0396382
5	0.139362
5.1	0.237692
5.2	0.333645
5.3	0.426261
5.4	0.514615
5.5	0.597823
5.6	0.675052
5.7	0.745531
5.8	0.808555
5.9	0.863493
6	0.909796
6.1	0.947001
6.2	0.974736
6.3	0.992724
6.4	1.00078
6.5	0.998837
6.6	0.986901
6.7	0.965096
6.8	0.93364
6.9	0.892848
7	0.843127
7.1	0.784975
7.2	0.718973
7.3	0.645781
7.4	0.566132
7.5	0.480821
7.6	0.390702
7.7	0.296676
7.8	0.199683
7.9	0.100693
8	0.000696719
8.1	-0.0993068
8.2	-0.198317
8.3	-0.295345
8.4	-0.389419
8.5	-0.479598
8.6	-0.564982
8.7	-0.644716
8.8	-0.718002
8.9	-0.784109
9	-0.842375
9.1	-0.892216
9.2	-0.933136
9.3	-0.964724
9.4	-0.986665
9.5	-0.998739
9.6	-1.00083
9.7	-0.992904
9.8	-0.975054
9.9	-0.947453
10	-0.910377
10.1	-0.864198
10.2	-0.809376
10.3	-0.746461
10.4	-0.676081
10.5	-0.59894
10.6	-0.51581
10.7	-0.427522
10.8	-0.334958
10.9	-0.239045
11	-0.140741
11.1	-0.0410305
11.2	0.0590908
11.3	0.158621
11.4	0.256565
11.5	0.351944
11.6	0.443803
11.7	0.531224
11.8	0.613333
11.9	0.689308
12	0.75839
12.1	0.819889
12.2	0.873188
12.3	0.917756
12.4	0.953146
12.5	0.979004
12.6	0.995073
12.7	1.00119
12.8	0.997296
12.9	0.983429
13	0.959727
13.1	0.926428
13.2	0.883865
13.3	0.832463
13.4	0.772737
13.5	0.705283
13.6	0.630776
13.7	0.549962
13.8	0.463647
13.9	0.372697
14	0.278019
14.1	0.180561
14.2	0.0812976
14.3	-0.0187788
14.4	-0.118667
14.5	-0.217369
14.6	-0.313898
14.7	-0.407287
14.8	-0.496603
14.9	-0.580954
15	-0.659494
15.1	-0.73144
15.2	-0.796072
15.3	-0.852742
15.4	-0.900886
15.5	-0.94002
15.6	-0.969754
15.7	-0.989791
15.8	-0.999929
15.9	-1.00007
16	-0.990207
16.1	-0.970443
16.2	-0.940975
16.3	-0.902098
16.4	-0.854199
16.5	-0.797758
16.6	-0.73334
16.7	-0.661588
16.8	-0.58322
16.9	-0.49902
17	-0.40983
17.1	-0.316542
17.2	-0.220088
17.3	-0.121433
17.4	-0.0215638
17.5	0.0785211
17.6	0.177821
17.7	0.275342
17.8	0.37011
17.9	0.461177
18	0.547632
18.1	0.62861
18.2	0.703303
18.3	0.770962
18.4	0.830912
18.5	0.882553
18.6	0.925368
18.7	0.95893
18.8	0.982902
18.9	0.997045
19	1.00122
19.1	0.995378
19.2	0.979584
19.3	0.953995
19.4	0.918866
19.5	0.874548
19.6	0.821484
19.7	0.760206
19.8	0.691326
19.9	0.615532
20	0.533583
