0.037566 0.620770
0.357014 0.914096
0.437212 0.778724
0.785956 0.675578
0.098599 0.128109
0.757881 0.222222
0.334188 0.106381
0.085294 0.491501
0.456499 0.151057
0.580640 0.420947
0.778022 0.699625
0.056486 0.948030
0.611279 0.189630
0.325277 0.010315
0.268760 0.058531
0.199548 0.545210
0.062956 0.743813
0.491776 0.490280
0.306357 0.683024
0.014495 0.782996
0.311483 0.313650
0.580152 0.360890
0.390827 0.073179
0.001312 0.161433
0.856877 0.399097
0.090421 0.122128
0.022186 0.728921
0.659984 0.180475
0.199182 0.500168
0.522537 0.273978
0.700388 0.150325
0.490555 0.340139
0.838323 0.116879
0.376545 0.316458
0.925478 0.837316
0.992981 0.140438
0.274375 0.749184
0.152431 0.749550
0.197473 0.289969
0.667308 0.081357
0.007293 0.897128
0.350179 0.073301
0.016326 0.008239
0.013519 0.662883
0.537062 0.060728
0.469804 0.787635
0.882023 0.492111
0.531569 0.385059
0.363728 0.739907
0.011322 0.392627
0.294638 0.241631
0.721505 0.747841
0.987244 0.434740
0.474686 0.388233
0.754097 0.756752
0.083341 0.251274
0.907657 0.645183
0.359944 0.274467
0.760444 0.537520
0.117031 0.395313
0.624950 0.871250
0.167079 0.551314
0.813665 0.083921
0.322591 0.679972
0.639110 0.612957
0.396076 0.718789
0.413775 0.895908
0.200037 0.605267
0.450151 0.370289
0.546950 0.276908
0.060759 0.473557
0.249352 0.671183
0.558058 0.643230
0.119717 0.725625
0.254600 0.316824
0.970521 0.377735
0.462846 0.931795
0.614331 0.564985
0.495316 0.925692
0.863591 0.224908
0.664500 0.736000
0.530837 0.294974
0.282920 0.800208
0.428545 0.712686
0.663035 0.555830
0.369221 0.415576
0.117398 0.440355
0.165370 0.341115
0.958436 0.891269
0.629467 0.426806
0.498734 0.346120
0.574049 0.610150
0.050749 0.242363
0.811590 0.828649
0.926943 0.017517
0.154628 0.019836
0.439897 0.109066
0.415606 0.121151
0.902042 0.954500
0.407062 0.070127
0.625927 0.991364
0.941469 0.804236
0.924014 0.657145
0.831365 0.261039
0.108853 0.389331
0.889225 0.377979
0.492874 0.625408
0.927553 0.092588
0.388629 0.802893
0.758857 0.342336
0.108609 0.359303
0.195642 0.064756
0.965272 0.732094
0.050383 0.197321
0.271201 0.358815
0.135585 0.677531
0.338826 0.676920
0.263755 0.442919
0.480668 0.123959
0.247398 0.430956
0.009247 0.137386
0.898990 0.579145
0.237023 0.154719
0.031096 0.824987
0.476517 0.613446
0.456132 0.106015
0.040251 0.951082
0.986634 0.359669
0.240685 0.605145
0.435137 0.523483
0.390338 0.013122
0.614086 0.534957
0.801703 0.612469
0.336019 0.331594
0.787299 0.840734
0.413409 0.850865
0.659617 0.135433
0.658763 0.030334
0.731148 0.933992
0.884586 0.807409
0.314413 0.673991
0.903384 0.119686
0.721871 0.792884
0.527663 0.904574
0.266075 0.728188
0.569898 0.099667
0.259483 0.917391
0.842595 0.642375
0.014617 0.798010
0.158290 0.470262
0.843938 0.807532
0.329427 0.520797
0.060026 0.383472
0.168543 0.731484
0.975282 0.963288
0.488114 0.039855
0.902286 0.984528
0.100674 0.383350
0.153529 0.884678
0.818670 0.699503
0.041472 0.101254
0.454668 0.925814
0.878605 0.071714
0.821111 0.999786
0.977479 0.233574
0.730538 0.858922
0.650584 0.024352
0.995423 0.440721
0.210412 0.881504
0.428301 0.682657
0.969422 0.242607
0.841619 0.522262
0.240197 0.545088
0.047942 0.897006
0.335164 0.226495
0.859684 0.744423
0.566847 0.724282
0.089444 0.002014
0.247765 0.475999
0.549635 0.607220
0.690378 0.919100
0.052824 0.497604
0.207239 0.491135
0.411456 0.610638
0.110806 0.629558
0.438066 0.883823
0.713571 0.771888
0.945131 0.254692
0.328084 0.355641
0.745186 0.660685
0.266807 0.818273
0.650706 0.039366
0.842229 0.597333
0.474198 0.328176
0.366902 0.130306
0.028167 0.464646
0.153285 0.854649
0.125088 0.386280
0.513870 0.207940
0.577467 0.030578
0.761177 0.627605
0.197839 0.335012
0.207727 0.551192
0.798651 0.237114
0.165980 0.416186
0.192468 0.674357
0.948427 0.660075
0.191736 0.584272
0.867619 0.720376
0.608960 0.904330
0.236046 0.034606
0.256676 0.572065
0.366169 0.040221
0.947328 0.524947
0.570509 0.174738
0.493485 0.700479
0.161586 0.875645
0.707589 0.036193
0.451860 0.580488
0.402179 0.469529
0.753853 0.726723
0.389728 0.938021
0.380085 0.751869
0.482743 0.379200
0.643016 0.093442
0.493729 0.730507
0.855168 0.188898
0.235192 0.929476
0.329061 0.475755
0.519607 0.913607
0.377155 0.391529
0.159511 0.620403
0.311972 0.373707
0.967347 0.987336
0.446001 0.859776
0.755684 0.951936
0.091764 0.287284
0.336995 0.451707
0.561720 0.093686
0.523757 0.424120
0.168421 0.716470
0.128506 0.806677
0.224328 0.593183
0.963685 0.536910
0.041960 0.161311
0.841863 0.552290
0.933779 0.858311
0.575513 0.790320
0.212365 0.121761
0.977113 0.188532
0.190149 0.389087
0.859196 0.684366
0.179651 0.097836
0.034270 0.215386
0.493363 0.685465
0.314779 0.719033
